listing_id,old_price,new_price,changed_at
4142,5.00,4.50,2026-08-29T12:01:32.765263+00:00
4805,5.00,8.00,2026-08-29T12:01:32.765263+00:00
19109,18.00,15.00,2026-08-29T12:01:50.195978+00:00
4833,8.00,7.50,2026-08-29T12:01:50.195978+00:00
15059,27.54,24.99,2026-08-29T12:01:58.254254+00:00
4900,10.00,15.00,2026-08-29T12:02:07.391139+00:00
4957,30.00,28.00,2026-08-29T12:02:28.079161+00:00
4951,20.96,19.99,2026-08-29T12:02:28.079161+00:00
4952,20.75,19.76,2026-08-29T12:02:28.079161+00:00
5846,13.00,11.00,2026-08-29T12:02:45.944341+00:00
5017,14.00,12.00,2026-08-29T12:02:52.475407+00:00
5041,21.22,19.52,2026-08-29T12:02:52.475407+00:00
5052,21.84,19.99,2026-08-29T12:03:08.267618+00:00
15396,6.00,5.00,2026-08-29T12:03:08.267618+00:00
5119,20.00,19.99,2026-08-29T12:03:38.733545+00:00
5100,20.00,18.00,2026-08-29T12:03:38.733545+00:00
5085,20.82,19.46,2026-08-29T12:03:38.733545+00:00
5095,8.00,7.00,2026-08-29T12:03:48.079800+00:00
15421,15.00,12.00,2026-08-29T12:03:58.152412+00:00
6163,11.00,10.50,2026-08-29T12:03:58.152412+00:00
5951,10.00,8.00,2026-08-29T12:04:05.549856+00:00
5913,18.00,16.00,2026-08-29T12:04:05.549856+00:00
6152,60.00,55.00,2026-08-29T12:04:33.390697+00:00
6181,20.00,15.00,2026-08-29T12:04:33.390697+00:00
6072,11.00,10.00,2026-08-29T12:04:44.520826+00:00
15462,26.00,24.00,2026-08-29T12:04:44.520826+00:00
6198,20.00,15.00,2026-08-29T12:04:44.520826+00:00
6023,12.00,10.00,2026-08-29T12:04:44.520826+00:00
15469,22.00,18.00,2026-08-29T12:04:52.365004+00:00
6037,20.00,18.00,2026-08-29T12:05:20.993795+00:00
6127,50.00,42.00,2026-08-29T12:05:20.993795+00:00
6716,35.00,30.00,2026-08-29T12:05:20.993795+00:00
7344,12.95,11.50,2026-08-29T12:05:34.579401+00:00
6996,32.00,28.00,2026-08-29T12:06:00.949848+00:00
6943,10.00,7.00,2026-08-29T12:06:18.157542+00:00
6944,10.00,7.00,2026-08-29T12:06:18.157542+00:00
19722,17.99,17.00,2026-08-29T12:06:28.112700+00:00
6968,10.00,7.00,2026-08-29T12:06:43.266199+00:00
7845,10.00,8.00,2026-08-29T12:06:53.243938+00:00
19948,1.50,1.00,2026-08-29T12:06:53.243938+00:00
19964,5.00,4.00,2026-08-29T12:06:53.243938+00:00
16087,5.50,6.00,2026-08-29T12:06:53.243938+00:00
19893,5.00,3.00,2026-08-29T12:07:03.341414+00:00
8162,5.00,2.99,2026-08-29T12:07:17.807393+00:00
7857,4.00,2.50,2026-08-29T12:07:25.246674+00:00
7919,15.00,12.00,2026-08-29T12:07:32.753201+00:00
19855,10.00,8.00,2026-08-29T12:07:32.753201+00:00
8001,8.00,6.00,2026-08-29T12:07:32.753201+00:00
19860,18.00,16.00,2026-08-29T12:07:49.076571+00:00
19885,28.00,25.00,2026-08-29T12:07:57.272121+00:00
7953,10.00,7.00,2026-08-29T12:08:07.784954+00:00
8895,9.99,8.00,2026-08-29T12:08:17.848944+00:00
8892,12.00,11.00,2026-08-29T12:08:17.848944+00:00
9034,3.50,3.00,2026-08-29T12:09:12.908843+00:00
9224,12.00,11.00,2026-08-29T12:09:23.391390+00:00
10763,4.50,4.00,2026-08-29T12:09:37.605975+00:00
16879,3.00,2.37,2026-08-29T12:09:37.605975+00:00
9926,15.00,11.00,2026-08-29T12:09:37.605975+00:00
10054,2.00,1.00,2026-08-29T12:09:45.305513+00:00
20825,5.00,4.00,2026-08-29T12:09:55.448092+00:00
20764,10.00,7.00,2026-08-29T12:10:12.995731+00:00
10767,5.00,4.00,2026-08-29T12:10:21.528477+00:00
10174,3.00,4.00,2026-08-29T12:10:21.528477+00:00
10481,2.00,1.50,2026-08-29T12:10:21.528477+00:00
10958,20.00,18.00,2026-08-29T12:11:02.400559+00:00
10986,5.00,4.00,2026-08-29T12:11:02.400559+00:00
21106,3.00,2.60,2026-08-29T12:11:02.400559+00:00
10959,15.00,14.50,2026-08-29T12:11:02.400559+00:00
21132,4.00,3.90,2026-08-29T12:11:11.479888+00:00
11139,3.50,3.00,2026-08-29T12:11:19.586510+00:00
16916,25.00,22.00,2026-08-29T12:11:38.152502+00:00
11132,16.89,16.00,2026-08-29T12:11:38.152502+00:00
11062,8.00,6.00,2026-08-29T12:11:47.493438+00:00
16929,18.00,16.00,2026-08-29T12:11:57.614478+00:00
11720,1.50,2.00,2026-08-29T12:11:57.614478+00:00
11075,14.99,14.00,2026-08-29T12:12:06.895384+00:00
11128,18.00,17.00,2026-08-29T12:12:16.537280+00:00
20988,5.00,4.00,2026-08-29T12:12:23.220048+00:00
12001,25.00,21.00,2026-08-29T12:12:43.761571+00:00
11995,10.50,10.00,2026-08-29T12:12:43.761571+00:00
12034,12.00,11.00,2026-08-29T12:12:53.463460+00:00
12028,20.00,18.00,2026-08-29T12:12:53.463460+00:00
12534,28.50,28.00,2026-08-29T12:13:41.054417+00:00
12133,4.00,2.50,2026-08-29T12:13:41.054417+00:00
12155,25.00,22.00,2026-08-29T12:13:51.432927+00:00
12056,18.50,17.50,2026-08-29T12:13:59.455599+00:00
21422,30.00,27.00,2026-08-29T12:14:27.556943+00:00
17602,8.00,7.00,2026-08-29T12:14:46.645912+00:00
13038,18.00,16.00,2026-08-29T12:15:14.751902+00:00
54,5.00,4.25,2026-08-29T15:20:30.068929+00:00
26,20.00,18.00,2026-08-29T15:20:40.146451+00:00
22844,10.00,9.00,2026-08-29T15:20:40.146451+00:00
22231,12.00,10.00,2026-08-29T15:20:40.146451+00:00
22724,40.00,38.00,2026-08-29T15:20:56.261609+00:00
22674,4.50,4.00,2026-08-29T15:20:56.261609+00:00
112,24.00,23.00,2026-08-29T15:20:56.261609+00:00
22624,8.00,5.00,2026-08-29T15:20:56.261609+00:00
22296,6.00,5.00,2026-08-29T15:21:04.687092+00:00
22252,8.00,7.50,2026-08-29T15:21:22.506202+00:00
99,40.00,35.00,2026-08-29T15:21:34.254762+00:00
22788,12.50,8.99,2026-08-29T15:21:34.254762+00:00
22603,10.00,8.00,2026-08-29T15:21:34.254762+00:00
593,55.00,52.00,2026-08-29T15:21:50.889392+00:00
1759,7.00,6.00,2026-08-29T15:22:06.297664+00:00
23077,15.00,13.00,2026-08-29T15:22:22.980887+00:00
1242,35.00,32.50,2026-08-29T15:22:22.980887+00:00
22989,4.60,5.20,2026-08-29T15:22:29.460064+00:00
23049,10.00,5.00,2026-08-29T15:22:42.368438+00:00
23290,10.00,8.00,2026-08-29T15:22:59.297047+00:00
1217,12.00,8.50,2026-08-29T15:22:59.297047+00:00
23205,10.00,9.00,2026-08-29T15:23:09.431371+00:00
23635,3.75,3.00,2026-08-29T15:23:17.977262+00:00
23712,6.00,5.00,2026-08-29T15:23:25.734035+00:00
23864,6.00,8.00,2026-08-29T15:23:43.190086+00:00
23633,40.00,29.00,2026-08-29T15:24:00.969194+00:00
2089,16.00,13.00,2026-08-29T15:24:18.726771+00:00
14485,22.00,20.00,2026-08-29T15:24:38.091686+00:00
23816,54.00,47.00,2026-08-29T15:24:38.091686+00:00
14766,4.00,3.00,2026-08-29T15:24:55.633853+00:00
2954,20.00,18.50,2026-08-29T15:25:04.891079+00:00
2942,4.00,3.50,2026-08-29T15:25:35.474883+00:00
24387,11.99,10.99,2026-08-29T15:26:00.710804+00:00
25074,5.00,3.50,2026-08-29T15:26:10.641279+00:00
24753,4.00,3.50,2026-08-29T15:26:18.882324+00:00
4676,6.00,5.00,2026-08-29T15:26:18.882324+00:00
4288,23.70,21.50,2026-08-29T15:26:18.882324+00:00
4787,8.00,6.00,2026-08-29T15:26:26.831412+00:00
24904,11.00,7.00,2026-08-29T15:26:42.734288+00:00
4198,30.00,25.00,2026-08-29T15:26:42.734288+00:00
24874,15.00,18.50,2026-08-29T15:26:42.734288+00:00
25225,7.50,5.50,2026-08-29T15:26:48.600342+00:00
25078,1.80,1.50,2026-08-29T15:26:48.600342+00:00
4051,6.00,5.00,2026-08-29T15:26:55.396769+00:00
4296,35.00,32.00,2026-08-29T15:27:02.874530+00:00
25393,3.00,5.00,2026-08-29T15:27:28.216229+00:00
25395,4.95,7.95,2026-08-29T15:27:28.216229+00:00
25566,13.00,12.00,2026-08-29T15:27:28.216229+00:00
5686,10.00,8.00,2026-08-29T15:27:36.275035+00:00
25456,10.00,9.00,2026-08-29T15:27:36.275035+00:00
19437,15.00,14.00,2026-08-29T15:27:44.136173+00:00
25527,10.00,9.00,2026-08-29T15:27:52.840240+00:00
15398,3.00,2.50,2026-08-29T15:28:02.497430+00:00
25564,10.00,9.00,2026-08-29T15:28:02.497430+00:00
5855,3.00,2.50,2026-08-29T15:28:10.240925+00:00
5060,25.00,22.00,2026-08-29T15:28:10.240925+00:00
5057,29.00,25.00,2026-08-29T15:28:26.009502+00:00
5068,39.00,35.00,2026-08-29T15:28:32.883516+00:00
25875,6.00,4.00,2026-08-29T15:28:32.883516+00:00
25884,12.99,12.79,2026-08-29T15:28:40.344471+00:00
26065,4.00,3.00,2026-08-29T15:28:49.136762+00:00
26169,7.00,6.00,2026-08-29T15:28:49.136762+00:00
26277,7.00,5.00,2026-08-29T15:28:59.763572+00:00
26294,12.50,11.00,2026-08-29T15:29:09.223237+00:00
6267,7.50,6.25,2026-08-29T15:29:09.223237+00:00
5909,12.00,10.00,2026-08-29T15:29:09.223237+00:00
15462,24.00,23.00,2026-08-29T15:29:18.497861+00:00
5942,20.00,16.50,2026-08-29T15:29:18.497861+00:00
6102,25.00,23.00,2026-08-29T15:29:27.905422+00:00
26161,5.50,5.00,2026-08-29T15:29:27.905422+00:00
6137,23.00,20.00,2026-08-29T15:29:36.027656+00:00
5944,35.00,32.00,2026-08-29T15:29:36.027656+00:00
27227,7.00,5.00,2026-08-29T15:30:31.478004+00:00
7114,10.00,9.00,2026-08-29T15:31:14.730544+00:00
27459,3.00,2.50,2026-08-29T15:31:21.863398+00:00
7849,15.00,13.00,2026-08-29T15:31:45.168098+00:00
27647,3.00,4.00,2026-08-29T15:31:53.500727+00:00
7892,2.50,2.00,2026-08-29T15:31:59.530894+00:00
7897,15.00,13.00,2026-08-29T15:31:59.530894+00:00
28151,12.99,12.00,2026-08-29T15:32:07.527717+00:00
7923,5.99,4.99,2026-08-29T15:32:15.625780+00:00
28280,13.00,12.00,2026-08-29T15:32:31.207835+00:00
8069,14.00,10.00,2026-08-29T15:32:37.909831+00:00
28532,3.50,3.00,2026-08-29T15:32:54.113810+00:00
28827,5.00,4.00,2026-08-29T15:33:20.387347+00:00
28893,8.00,6.00,2026-08-29T15:33:27.545938+00:00
16323,7.00,6.00,2026-08-29T15:33:36.641021+00:00
8922,7.00,6.00,2026-08-29T15:33:36.641021+00:00
8973,6.30,5.30,2026-08-29T15:33:36.641021+00:00
28888,22.00,20.00,2026-08-29T15:33:45.410095+00:00
28732,12.00,10.80,2026-08-29T15:33:45.410095+00:00
8986,30.00,25.00,2026-08-29T15:34:14.345821+00:00
29495,7.00,6.00,2026-08-29T15:34:29.088237+00:00
10219,4.00,3.00,2026-08-29T15:34:29.088237+00:00
10087,5.00,4.50,2026-08-29T15:34:44.743222+00:00
10402,13.39,12.32,2026-08-29T15:34:52.730858+00:00
10679,2.00,1.70,2026-08-29T15:35:20.012277+00:00
11281,35.00,30.00,2026-08-29T15:35:42.116647+00:00
20896,12.00,11.00,2026-08-29T15:35:51.674007+00:00
30178,9.00,8.00,2026-08-29T15:35:51.674007+00:00
30027,8.00,7.00,2026-08-29T15:36:32.702251+00:00
29970,6.00,5.00,2026-08-29T15:36:32.702251+00:00
29851,6.00,5.00,2026-08-29T15:36:49.967601+00:00
30425,4.00,3.00,2026-08-29T15:37:06.350364+00:00
30409,10.00,15.00,2026-08-29T15:37:06.350364+00:00
30790,7.00,8.00,2026-08-29T15:37:06.350364+00:00
30520,3.00,2.50,2026-08-29T15:37:16.009206+00:00
30798,15.00,10.00,2026-08-29T15:37:16.009206+00:00
30444,26.00,25.00,2026-08-29T15:37:16.009206+00:00
30713,12.00,10.00,2026-08-29T15:37:32.390053+00:00
30558,8.00,7.50,2026-08-29T15:37:32.390053+00:00
12034,11.00,9.00,2026-08-29T15:37:38.796149+00:00
12217,8.45,7.95,2026-08-29T15:37:46.413322+00:00
21242,50.00,45.00,2026-08-29T15:37:46.413322+00:00
12056,17.50,16.50,2026-08-29T15:37:46.413322+00:00
12347,50.00,45.00,2026-08-29T15:37:55.797350+00:00
12504,7.00,6.00,2026-08-29T15:38:05.552203+00:00
21374,10.00,5.00,2026-08-29T15:38:13.401460+00:00
12983,5.00,4.00,2026-08-29T15:38:22.551220+00:00
31410,24.00,20.00,2026-08-29T15:38:31.996210+00:00
31290,14.00,13.00,2026-08-29T15:38:31.996210+00:00
13160,5.00,3.99,2026-08-29T15:38:52.186264+00:00
31723,18.00,14.00,2026-08-29T15:39:06.951438+00:00
21424,18.00,16.00,2026-08-29T15:39:06.951438+00:00
31761,12.00,10.00,2026-08-29T15:39:17.949658+00:00
31778,14.00,12.99,2026-08-29T15:39:26.420337+00:00
13142,5.00,4.00,2026-08-29T15:39:32.916537+00:00
